INFO - main.py - 2025-06-13 15:33:07,019 - Using device: cuda:0
INFO - main.py - 2025-06-13 15:33:07,020 - Writing log file to ./results_250613_pretrain_protein/card_conditional_uci_results/1000steps/nn/run_1_a4000/f_phi_prior_cat_f_phi/logs/uci_protein/split_3
INFO - main.py - 2025-06-13 15:33:07,020 - Exp instance id = 5500
INFO - main.py - 2025-06-13 15:33:07,020 - Exp comment = 
INFO - card_regression.py - 2025-06-13 15:33:07,021 - Test set info:
INFO - utils.py - 2025-06-13 15:33:07,716 - {'n_samples': 4573, 'dim_x': 9, 'dim_y': 1}
INFO - card_regression.py - 2025-06-13 15:33:07,716 - Training set info:
INFO - utils.py - 2025-06-13 15:33:08,226 - {'n_samples': 41157, 'dim_x': 9, 'dim_y': 1}
INFO - card_regression.py - 2025-06-13 15:33:08,227 - 
Split original training set into training and validation set for f_phi hyperparameter tuning...
INFO - card_regression.py - 2025-06-13 15:33:08,227 - Validation set info:
INFO - utils.py - 2025-06-13 15:33:08,738 - {'n_samples': 16463, 'dim_x': 9, 'dim_y': 1}
INFO - card_regression.py - 2025-06-13 15:33:08,739 - Training subset info:
INFO - utils.py - 2025-06-13 15:33:09,246 - {'n_samples': 24694, 'dim_x': 9, 'dim_y': 1}
INFO - card_regression.py - 2025-06-13 15:33:09,253 - 
Before pre-training:
INFO - card_regression.py - 2025-06-13 15:33:09,499 - NN guidance model un-normalized y RMSE 
	of the training set and of the test set are 
	6.18751717 and 6.16520691, respectively.
INFO - card_regression.py - 2025-06-13 15:33:09,745 - epoch: 0, non-linear guidance model pre-training loss: 0.7996538281440735
INFO - card_regression.py - 2025-06-13 15:33:14,018 - epoch: 10, non-linear guidance model pre-training loss: 0.49064549803733826
INFO - card_regression.py - 2025-06-13 15:33:18,293 - epoch: 20, non-linear guidance model pre-training loss: 0.5639146566390991
INFO - card_regression.py - 2025-06-13 15:33:22,568 - epoch: 30, non-linear guidance model pre-training loss: 0.4158517122268677
INFO - card_regression.py - 2025-06-13 15:33:26,839 - epoch: 40, non-linear guidance model pre-training loss: 0.5180655717849731
INFO - card_regression.py - 2025-06-13 15:33:31,109 - epoch: 50, non-linear guidance model pre-training loss: 0.5564924478530884
INFO - card_regression.py - 2025-06-13 15:33:35,381 - epoch: 60, non-linear guidance model pre-training loss: 0.536012589931488
INFO - card_regression.py - 2025-06-13 15:33:39,655 - epoch: 70, non-linear guidance model pre-training loss: 0.503282904624939
INFO - card_regression.py - 2025-06-13 15:33:43,930 - epoch: 80, non-linear guidance model pre-training loss: 0.44515421986579895
INFO - card_regression.py - 2025-06-13 15:33:48,196 - epoch: 90, non-linear guidance model pre-training loss: 0.5162985920906067
INFO - card_regression.py - 2025-06-13 15:33:52,478 - epoch: 100, non-linear guidance model pre-training loss: 0.447231262922287
INFO - card_regression.py - 2025-06-13 15:33:56,744 - epoch: 110, non-linear guidance model pre-training loss: 0.42409512400627136
INFO - card_regression.py - 2025-06-13 15:34:01,005 - epoch: 120, non-linear guidance model pre-training loss: 0.4194338023662567
INFO - card_regression.py - 2025-06-13 15:34:05,271 - epoch: 130, non-linear guidance model pre-training loss: 0.418605238199234
INFO - card_regression.py - 2025-06-13 15:34:09,539 - epoch: 140, non-linear guidance model pre-training loss: 0.5139899253845215
INFO - card_regression.py - 2025-06-13 15:34:13,801 - epoch: 150, non-linear guidance model pre-training loss: 0.5012880563735962
